Sun Dec 14 11:55:10 +0000 2008 => begin transaction
Sun Dec 14 11:55:12 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/reflection
Sun Dec 14 11:55:12 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/reflection/.
Sun Dec 14 11:55:12 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/reflection/..
Sun Dec 14 11:55:12 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/reflection
Sun Dec 14 11:55:12 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/reflection/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/reflection/build.yml
Sun Dec 14 11:55:12 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/reflection
Sun Dec 14 11:55:12 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/reflection/1.0/reflection.js,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/reflection/reflection.js
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/resizable
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/resizable/.
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/resizable/..
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/resizable
Sun Dec 14 11:55:13 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/resizable/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/resizable/build.yml
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/resizable
Sun Dec 14 11:55:13 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/resizable/1.0/resizable.js,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/resizable/resizable.js
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/rounded
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/rounded/.
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/rounded/..
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/rounded
Sun Dec 14 11:55:13 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/rounded/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/rounded/build.yml
Sun Dec 14 11:55:13 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/rounded
Sun Dec 14 11:55:13 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/rounded/1.0/rounded.js,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/rounded/rounded.js
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/shadow
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/shadow/.
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/shadow/..
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/shadow
Sun Dec 14 11:55:14 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/shadow/1.1/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/shadow/build.yml
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/shadow
Sun Dec 14 11:55:14 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/shadow/1.1/shadow.js,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/shadow/shadow.js
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/tooltip
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/tooltip/.
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/tooltip/..
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/tooltip
Sun Dec 14 11:55:14 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/tooltip/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/tooltip/build.yml
Sun Dec 14 11:55:14 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/tooltip
Sun Dec 14 11:55:14 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/behavior/tooltip/1.0/tooltip.js,/Users/adrien/Git/personal/hindsightapp/public/components/behaviors/tooltip/tooltip.js
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/.
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/..
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion
Sun Dec 14 11:55:15 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/accordion/1.0/accordion.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/accordion.js
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion
Sun Dec 14 11:55:15 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/accordion/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/build.yml
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/button
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/button/.
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/button/..
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/button
Sun Dec 14 11:55:15 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/button/1.2/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/button/build.yml
Sun Dec 14 11:55:15 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/button
Sun Dec 14 11:55:15 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/button/1.2/button.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/button/button.js
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/input
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/input/.
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/input/..
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/input
Sun Dec 14 11:55:16 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/input/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/input/build.yml
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/input
Sun Dec 14 11:55:16 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/input/1.0/input.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/input/input.js
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/iterator
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/iterator/.
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/iterator/..
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/iterator
Sun Dec 14 11:55:16 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/iterator/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/iterator/build.yml
Sun Dec 14 11:55:16 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/iterator
Sun Dec 14 11:55:16 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/iterator/1.0/iterator.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/iterator/iterator.js
Sun Dec 14 11:55:17 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/panel
Sun Dec 14 11:55:17 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/panel/.
Sun Dec 14 11:55:17 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/panel/..
Sun Dec 14 11:55:17 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/panel
Sun Dec 14 11:55:17 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/panel/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/panel/build.yml
Sun Dec 14 11:55:17 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/panel
Sun Dec 14 11:55:17 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/panel/1.0/panel.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/panel/panel.js
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/select
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/select/.
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/select/..
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/select
Sun Dec 14 11:55:18 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/select/1.2/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/select/build.yml
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/select
Sun Dec 14 11:55:18 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/select/1.2/select.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/select/select.js
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/.
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/..
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel
Sun Dec 14 11:55:18 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/tabpanel/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/build.yml
Sun Dec 14 11:55:18 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel
Sun Dec 14 11:55:18 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/tabpanel/1.0/tabpanel.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/tabpanel/tabpanel.js
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/.
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/..
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea
Sun Dec 14 11:55:19 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/textarea/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/build.yml
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea
Sun Dec 14 11:55:19 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/control/textarea/1.0/textarea.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/textarea/textarea.js
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/border
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/border/.
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/border/..
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/border
Sun Dec 14 11:55:19 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/border/1.0/border.js,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/border/border.js
Sun Dec 14 11:55:19 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/border
Sun Dec 14 11:55:19 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/border/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/border/build.yml
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/fixedCenter
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/fixedCenter/.
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/fixedCenter/..
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/fixedCenter
Sun Dec 14 11:55:20 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/fixedCenter/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/fixedCenter/build.yml
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/fixedCenter
Sun Dec 14 11:55:20 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/fixedCenter/1.0/fixedCenter.js,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/fixedCenter/fixedCenter.js
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/grid
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/grid/.
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/grid/..
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/grid
Sun Dec 14 11:55:20 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/grid/1.1/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/grid/build.yml
Sun Dec 14 11:55:20 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/grid
Sun Dec 14 11:55:20 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/grid/1.1/grid.js,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/grid/grid.js
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/horizontal
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/horizontal/.
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/horizontal/..
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/horizontal
Sun Dec 14 11:55:21 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/horizontal/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/horizontal/build.yml
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/horizontal
Sun Dec 14 11:55:21 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/horizontal/1.0/horizontal.js,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/horizontal/horizontal.js
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/.
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/..
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split
Sun Dec 14 11:55:21 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/split/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/build.yml
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/images
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/images/.
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/images/..
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/images
Sun Dec 14 11:55:21 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/split/1.0/images/h_grabber.gif,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/images/h_grabber.gif
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/images
Sun Dec 14 11:55:21 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/split/1.0/images/v_grabber.gif,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/images/v_grabber.gif
Sun Dec 14 11:55:21 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split
Sun Dec 14 11:55:21 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/split/1.0/split.js,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/split/split.js
Sun Dec 14 11:55:22 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical
Sun Dec 14 11:55:22 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/.
Sun Dec 14 11:55:22 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/..
Sun Dec 14 11:55:22 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical
Sun Dec 14 11:55:22 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/vertical/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/build.yml
Sun Dec 14 11:55:22 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical
Sun Dec 14 11:55:22 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/vertical/1.0/vertical.js,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/vertical/vertical.js
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/xy
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/xy/.
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/xy/..
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/xy
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/xy/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/xy/build.yml
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/layouts/xy
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/layout/xy/1.0/xy.js,/Users/adrien/Git/personal/hindsightapp/public/components/layouts/xy/xy.js
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/.
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/..
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_aqua_grey/1.0/aqua_grey.css,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/aqua_grey.css
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_aqua_grey/1.0/aqua_grey.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/aqua_grey.js
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_aqua_grey/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/build.yml
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images/.
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images/..
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_aqua_grey/1.0/images/left.png,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images/left.png
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_aqua_grey/1.0/images/middle.png,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images/middle.png
Sun Dec 14 11:55:23 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images
Sun Dec 14 11:55:23 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_aqua_grey/1.0/images/right.png,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/aqua_grey/images/right.png
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic/.
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic/..
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic
Sun Dec 14 11:55:24 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_basic/1.0/basic.css,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic/basic.css
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic
Sun Dec 14 11:55:24 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_basic/1.0/basic.js,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic/basic.js
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic
Sun Dec 14 11:55:24 +0000 2008 => recording cp, args=/Users/adrien/.appcelerator/releases/theme/accordion_basic/1.0/build.yml,/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/basic/build.yml
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/bluegrey_gradient
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/bluegrey_gradient/.
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/bluegrey_gradient/..
Sun Dec 14 11:55:24 +0000 2008 => recording mkdir, args=/Users/adrien/Git/personal/hindsightapp/public/components/controls/accordion/themes/bluegrey_gradient
